"icode","n","min","max","mean","sd","product","meanpsd","meanmsd","code","realm","biome","area"
55,1386714,674,10000,5210.6618,2035.155764,"MCD09_mean_08",7245.817564,3175.506036,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,3390,10000,7631.221252,1145.363507,"MCD09_mean_08",8776.584759,6485.857745,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,3361,10000,7639.674593,1076.658961,"MCD09_mean_08",8716.333554,6563.015632,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,565,9833,3667.885182,1650.223009,"MCD09_mean_08",5318.108191,2017.662173,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,2099,10000,5469.921191,1041.834673,"MCD09_mean_08",6511.755864,4428.086518,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,1614,9209,3787.89712,1471.444693,"MCD09_mean_08",5259.341813,2316.452427,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,385,10000,3293.869455,2580.250421,"MCD09_mean_08",5874.119876,713.619034,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,426,9914,3442.67613,1919.517971,"MCD09_mean_08",5362.194101,1523.158159,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,0,9936,3965.019688,2275.394549,"MCD09_mean_08",6240.414237,1689.625139,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,455,9920,5724.842979,1571.959424,"MCD09_mean_08",7296.802403,4152.883555,"NT_14","Neotropics","Mangroves",125626.572163706
65,9721,1058,2913,1604.389672,210.388928,"MCD09_mean_08",1814.7786,1394.000744,"NT_98","Neotropics","Lake",8033.35708767562
66,31283,6529,10000,9334.912349,745.290667,"MCD09_mean_08",10080.203016,8589.621682,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,990,10000,6756.703852,1714.818283,"MCD09_mean_08",8471.522135,5041.885569,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,1056,9953,6243.782389,1747.810161,"MCD09_mean_08",7991.59255,4495.972228,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
69,4200,1065,9703,3951.126429,1706.734822,"MCD09_mean_08",5657.861251,2244.391607,"OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands",3397.20486338822
1,4109912,539,10000,7262.174652,1850.893615,"MCD09_mean_09",9113.068267,5411.281037,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,510,9147,2609.926925,1168.491575,"MCD09_mean_09",3778.4185,1441.43535,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,266,10000,4841.453348,2298.303306,"MCD09_mean_09",7139.756654,2543.150042,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,292,9656,1748.077786,1175.764389,"MCD09_mean_09",2923.842175,572.313397,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,330,8489,4068.665492,2200.244073,"MCD09_mean_09",6268.909565,1868.421419,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,845,10000,4483.474904,2338.648284,"MCD09_mean_09",6822.123188,2144.82662,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,1693,8361,4032.108061,830.175723,"MCD09_mean_09",4862.283784,3201.932338,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,42,9388,1883.146633,1239.513795,"MCD09_mean_09",3122.660428,643.632838,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,380,9997,6772.693108,2859.958454,"MCD09_mean_09",9632.651562,3912.734654,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,685,8342,4298.059796,1726.722727,"MCD09_mean_09",6024.782523,2571.337069,"AT_98","Afrotropics","Lake",155945.223326255
11,9505664,1528,10000,6814.626047,1636.948718,"MCD09_mean_09",8451.574765,5177.677329,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,1231,10000,7707.883429,1460.151668,"MCD09_mean_09",9168.035097,6247.731761,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,925,9700,4377.324563,1834.806077,"MCD09_mean_09",6212.13064,2542.518486,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,1552,9974,5471.158622,1563.596869,"MCD09_mean_09",7034.755491,3907.561753,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,232,8983,2157.434404,1073.152621,"MCD09_mean_09",3230.587025,1084.281783,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,1489,9794,3133.906228,1364.199992,"MCD09_mean_09",4498.10622,1769.706236,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,4518,10000,7462.158582,1331.939948,"MCD09_mean_09",8794.09853,6130.218634,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
18,1630,6592,9507,8459.531902,631.622161,"MCD09_mean_09",9091.154063,7827.909741,"AA_11","Australasia","Tundra",876.391879628791
19,1113014,1458,9503,4544.260389,1225.486502,"MCD09_mean_09",5769.746891,3318.773887,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,218,8495,1661.278645,614.81647,"MCD09_mean_09",2276.095115,1046.462175,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,4187,9340,7563.103911,958.14124,"MCD09_mean_09",8521.245151,6604.962671,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,1364,10000,7759.102296,1054.960089,"MCD09_mean_09",8814.062385,6704.142207,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,3812,9966,7661.874115,978.198605,"MCD09_mean_09",8640.07272,6683.67551,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,1127,9995,6187.543128,2293.430339,"MCD09_mean_09",8480.973467,3894.112789,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,1373,10000,6897.909368,2055.94085,"MCD09_mean_09",8953.850218,4841.968518,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,976,10000,6645.173413,2763.311255,"MCD09_mean_09",9408.484668,3881.862158,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,3901,9576,6057.505288,777.86339,"MCD09_mean_09",6835.368678,5279.641898,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,2909,7386,5110.809375,830.610039,"MCD09_mean_09",5941.419414,4280.199336,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
29,5088,6931,9891,8874.303066,577.68646,"MCD09_mean_09",9451.989526,8296.616606,"IM_10","IndoMalay","Montane Grasslands & Shrublands",4348.58030785199
30,1396261,751,9585,5277.097776,2245.27752,"MCD09_mean_09",7522.375296,3031.820256,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,1325,9999,8020.859522,1167.418255,"MCD09_mean_09",9188.277777,6853.441267,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,5383,10000,7669.887692,610.349794,"MCD09_mean_09",8280.237486,7059.537898,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,22,10000,5921.137561,1483.107211,"MCD09_mean_09",7404.244772,4438.03035,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2891794,168,10000,5871.482241,1658.649971,"MCD09_mean_09",7530.132212,4212.83227,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,24585235,3522,10000,6887.752518,603.593116,"MCD09_mean_09",7491.345634,6284.159402,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,15,9458,4325.656031,1418.905032,"MCD09_mean_09",5744.561063,2906.750999,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526646,0,7608,3421.750808,1991.829593,"MCD09_mean_09",5413.580401,1429.921215,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,0,10000,5270.158944,1941.603619,"MCD09_mean_09",7211.762563,3328.555325,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,13143262,3851,9993,6803.758365,643.796449,"MCD09_mean_09",7447.554814,6159.961916,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,65,8875,3483.349467,1243.296221,"MCD09_mean_09",4726.645688,2240.053246,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24050061,0,9962,1594.494823,1219.719446,"MCD09_mean_09",2814.214269,374.775377,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,1723,6740,3546.462637,940.267428,"MCD09_mean_09",4486.730065,2606.195209,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,2105,9676,6030.88665,1326.092173,"MCD09_mean_09",7356.978823,4704.794477,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
44,4419312,2712,8092,5561.537605,494.959766,"MCD09_mean_09",6056.497371,5066.577839,"NA_4","Nearctic","Temperate Broadleaf & Mixed Forests",2842611.26278819
45,3848773,672,10000,5319.430526,1488.097415,"MCD09_mean_09",6807.527941,3831.333111,"NA_5","Nearctic","Temperate Conifer Forests",2306573.43922857
46,11172313,4332,10000,6538.206174,675.927886,"MCD09_mean_09",7214.13406,5862.278288,"NA_6","Nearctic","Boreal Forests/Taiga",5103136.38558615
47,107349,3407,7430,5699.839607,669.730178,"MCD09_mean_09",6369.569785,5030.109429,"NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands",80803.054655962
48,5021883,428,6758,4191.275291,840.316208,"MCD09_mean_09",5031.591499,3350.959083,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,14231614,1482,10000,6245.997971,1426.1261,"MCD09_mean_09",7672.124071,4819.871871,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,447,6256,1273.078113,578.755832,"MCD09_mean_09",1851.833945,694.322281,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,507,9244,3352.068717,1526.724415,"MCD09_mean_09",4878.793132,1825.344302,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,539,8436,4122.736456,1386.657662,"MCD09_mean_09",5509.394118,2736.078794,"NA_98","Nearctic","Lake",875775.204944069
53,25736319,1340,10000,4968.353127,1729.827794,"MCD09_mean_09",6698.180921,3238.525333,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,214,10000,6292.760757,1370.534212,"MCD09_mean_09",7663.294969,4922.226545,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,1034,10000,5630.540623,1698.607526,"MCD09_mean_09",7329.148149,3931.933097,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,3870,10000,7795.396093,1098.800705,"MCD09_mean_09",8894.196798,6696.595388,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,2465,10000,7539.91532,1331.391847,"MCD09_mean_09",8871.307167,6208.523473,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,1001,9647,4658.472564,1251.203108,"MCD09_mean_09",5909.675672,3407.269456,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,1776,10000,5201.636825,1057.587814,"MCD09_mean_09",6259.224639,4144.049011,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,2542,9136,4622.845138,964.44571,"MCD09_mean_09",5587.290848,3658.399428,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,250,10000,3609.399666,2616.952844,"MCD09_mean_09",6226.35251,992.446822,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,21,9794,2721.590998,1757.154573,"MCD09_mean_09",4478.745571,964.436425,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,61,9994,3695.05179,2091.673367,"MCD09_mean_09",5786.725157,1603.378423,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,437,9984,5721.218687,1688.32728,"MCD09_mean_09",7409.545967,4032.891407,"NT_14","Neotropics","Mangroves",125626.572163706
65,9721,876,4386,1768.622158,431.102222,"MCD09_mean_09",2199.72438,1337.519936,"NT_98","Neotropics","Lake",8033.35708767562
66,31283,6476,10000,9384.79126,632.474452,"MCD09_mean_09",10017.265712,8752.316808,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,865,9909,6867.223058,1721.2523,"MCD09_mean_09",8588.475358,5145.970758,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,1254,9901,6621.855185,1674.625146,"MCD09_mean_09",8296.480331,4947.230039,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
69,4200,1412,9765,4527.578571,1865.626547,"MCD09_mean_09",6393.205118,2661.952024,"OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands",3397.20486338822
1,4109912,241,10000,7061.254692,1675.682397,"MCD09_mean_10",8736.937089,5385.572295,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,775,9723,4089.025837,1457.776481,"MCD09_mean_10",5546.802318,2631.249356,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,217,10000,4949.755479,2019.213614,"MCD09_mean_10",6968.969093,2930.541865,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,77,9507,1021.378324,1091.708834,"MCD09_mean_10",2113.087158,-70.33051,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,1217,8919,4647.833157,1353.508219,"MCD09_mean_10",6001.341376,3294.324938,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,546,10000,5300.915398,1582.394442,"MCD09_mean_10",6883.30984,3718.520956,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,1502,7653,4128.048695,1031.747226,"MCD09_mean_10",5159.795921,3096.301469,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,3,8886,2362.436593,1238.690702,"MCD09_mean_10",3601.127295,1123.745891,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,858,9897,6321.611509,2453.725274,"MCD09_mean_10",8775.336783,3867.886235,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,1593,9259,5196.398838,1740.770126,"MCD09_mean_10",6937.168964,3455.628712,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,953,10000,5517.410708,1829.381057,"MCD09_mean_10",7346.791765,3688.029651,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,1699,10000,7454.324204,1334.463746,"MCD09_mean_10",8788.78795,6119.860458,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,1713,9779,5302.254516,1678.679125,"MCD09_mean_10",6980.933641,3623.575391,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,2070,9856,5661.520068,1265.015581,"MCD09_mean_10",6926.535649,4396.504487,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,692,8535,3221.564273,1035.975651,"MCD09_mean_10",4257.539924,2185.588622,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,1603,9093,3461.275049,1122.636319,"MCD09_mean_10",4583.911368,2338.63873,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,4406,10000,7287.639971,1350.74831,"MCD09_mean_10",8638.388281,5936.891661,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
18,1630,6434,9254,8187.998773,648.818896,"MCD09_mean_10",8836.817669,7539.179877,"AA_11","Australasia","Tundra",876.391879628791
19,1113014,1113,8600,3913.525268,1127.39407,"MCD09_mean_10",5040.919338,2786.131198,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,379,7148,2350.487768,477.974413,"MCD09_mean_10",2828.462181,1872.513355,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,3572,9363,6908.944177,871.328543,"MCD09_mean_10",7780.27272,6037.615634,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,500,10000,6526.821594,1919.10976,"MCD09_mean_10",8445.931354,4607.711834,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,553,9951,4978.81342,2255.77668,"MCD09_mean_10",7234.5901,2723.03674,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,585,10000,3531.474126,2700.439543,"MCD09_mean_10",6231.913669,831.034583,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,616,9961,4934.179326,2357.088712,"MCD09_mean_10",7291.268038,2577.090614,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,723,10000,4671.255667,2854.102948,"MCD09_mean_10",7525.358615,1817.152719,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,738,8947,2862.31581,1079.530113,"MCD09_mean_10",3941.845923,1782.785697,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,280,5602,1012.791723,429.567677,"MCD09_mean_10",1442.3594,583.224046,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
29,5088,7284,9886,9054.554638,490.998592,"MCD09_mean_10",9545.55323,8563.556046,"IM_10","IndoMalay","Montane Grasslands & Shrublands",4348.58030785199
30,1396261,94,8995,2498.075018,2536.937716,"MCD09_mean_10",5035.012734,-38.8626979999999,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,70,9757,6789.033916,1792.791777,"MCD09_mean_10",8581.825693,4996.242139,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,4497,9829,7672.615926,815.512324,"MCD09_mean_10",8488.12825,6857.103602,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,184,10000,6263.402998,1500.527644,"MCD09_mean_10",7763.930642,4762.875354,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2891794,337,10000,5982.87168,1450.726233,"MCD09_mean_10",7433.597913,4532.145447,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,24585235,2833,10000,7167.381297,1076.428245,"MCD09_mean_10",8243.809542,6090.953052,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,822,9982,5013.210426,1402.03462,"MCD09_mean_10",6415.245046,3611.175806,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526657,226,6152,3631.158824,1431.987337,"MCD09_mean_10",5063.146161,2199.171487,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,83,10000,4423.960088,1841.404533,"MCD09_mean_10",6265.364621,2582.555555,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,13143262,2731,10000,7087.106978,1088.696399,"MCD09_mean_10",8175.803377,5998.410579,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,785,9299,4569.524478,1066.238665,"MCD09_mean_10",5635.763143,3503.285813,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24050470,0,10000,1878.655086,1167.902133,"MCD09_mean_10",3046.557219,710.752953,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,1408,3241,2109.242802,248.087325,"MCD09_mean_10",2357.330127,1861.155477,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,1480,8567,3731.667869,1080.973625,"MCD09_mean_10",4812.641494,2650.694244,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
44,4419312,3095,8695,6207.64306,945.741414,"MCD09_mean_10",7153.384474,5261.901646,"NA_4","Nearctic","Temperate Broadleaf & Mixed Forests",2842611.26278819
45,3848773,1132,10000,5803.04971,1440.259024,"MCD09_mean_10",7243.308734,4362.790686,"NA_5","Nearctic","Temperate Conifer Forests",2306573.43922857
46,11172313,4502,10000,7067.859718,762.453588,"MCD09_mean_10",7830.313306,6305.40613,"NA_6","Nearctic","Boreal Forests/Taiga",5103136.38558615
47,107349,2853,6629,4577.420479,573.096768,"MCD09_mean_10",5150.517247,4004.323711,"NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands",80803.054655962
48,5021883,1170,7375,4958.070533,1008.29742,"MCD09_mean_10",5966.367953,3949.773113,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,14231614,1433,10000,6591.551326,1251.601851,"MCD09_mean_10",7843.153177,5339.949475,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,1139,5797,2295.578668,469.989542,"MCD09_mean_10",2765.56821,1825.589126,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,749,9164,3058.513496,1087.855698,"MCD09_mean_10",4146.369194,1970.657798,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,2117,9596,5595.819727,1246.97786,"MCD09_mean_10",6842.797587,4348.841867,"NA_98","Nearctic","Lake",875775.204944069
53,79364280,293,10000,3312.350288,1613.511427,"MCD09_mean_10",4925.861715,1698.838861,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,680,10000,7309.49382,990.876675,"MCD09_mean_10",8300.370495,6318.617145,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,1415,10000,6056.997564,1688.172316,"MCD09_mean_10",7745.16988,4368.825248,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,2432,10000,6885.384326,1393.577326,"MCD09_mean_10",8278.961652,5491.807,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,1915,10000,7586.664128,1434.39353,"MCD09_mean_10",9021.057658,6152.270598,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,1591,9537,6287.59675,1315.059998,"MCD09_mean_10",7602.656748,4972.536752,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,1650,10000,4995.568602,1000.655356,"MCD09_mean_10",5996.223958,3994.913246,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,3067,9213,6071.050933,1068.283369,"MCD09_mean_10",7139.334302,5002.767564,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,355,10000,4003.102935,2724.504164,"MCD09_mean_10",6727.607099,1278.598771,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,26,9562,2449.889585,1807.762135,"MCD09_mean_10",4257.65172,642.12745,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,72,9995,4471.111222,1999.618319,"MCD09_mean_10",6470.729541,2471.492903,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,1003,9831,5720.902399,1767.402681,"MCD09_mean_10",7488.30508,3953.499718,"NT_14","Neotropics","Mangroves",125626.572163706
65,9721,1695,6498,3591.035593,629.089494,"MCD09_mean_10",4220.125087,2961.946099,"NT_98","Neotropics","Lake",8033.35708767562
66,31283,6104,10000,9564.798069,546.256293,"MCD09_mean_10",10111.054362,9018.541776,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,1224,9855,7204.877977,1492.404554,"MCD09_mean_10",8697.282531,5712.473423,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,2412,9881,6890.957554,1291.890452,"MCD09_mean_10",8182.848006,5599.067102,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
69,4200,2416,9674,4950.781429,1394.842966,"MCD09_mean_10",6345.624395,3555.938463,"OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands",3397.20486338822
1,4109912,215,10000,6665.848785,1625.043265,"MCD09_mean_11",8290.89205,5040.80552,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,1506,9774,5808.794743,1391.70056,"MCD09_mean_11",7200.495303,4417.094183,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,0,9885,4574.387155,2538.506715,"MCD09_mean_11",7112.89387,2035.88044,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,357,9333,1556.075096,1122.379148,"MCD09_mean_11",2678.454244,433.695948,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,735,9168,4860.139001,1969.965655,"MCD09_mean_11",6830.104656,2890.173346,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,369,10000,5256.895472,1795.227903,"MCD09_mean_11",7052.123375,3461.667569,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,1223,7247,3470.417314,1078.794801,"MCD09_mean_11",4549.212115,2391.622513,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,83,8920,2743.017232,1498.446194,"MCD09_mean_11",4241.463426,1244.571038,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,1101,9604,5670.23289,2010.990999,"MCD09_mean_11",7681.223889,3659.241891,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,1026,9697,5545.368306,1840.420364,"MCD09_mean_11",7385.78867,3704.947942,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,273,10000,4176.978584,1786.041656,"MCD09_mean_11",5963.02024,2390.936928,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,2841,10000,7968.247481,1061.321295,"MCD09_mean_11",9029.568776,6906.926186,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,3008,10000,6725.56693,1414.971566,"MCD09_mean_11",8140.538496,5310.595364,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,2633,9796,5941.814477,941.301677,"MCD09_mean_11",6883.116154,5000.5128,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,882,8859,4880.510979,1134.729336,"MCD09_mean_11",6015.240315,3745.781643,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,3175,8750,4584.921322,682.508413,"MCD09_mean_11",5267.429735,3902.412909,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
