"icode","n","min","max","mean","sd","meanpsd","meanmsd","month","code","realm","biome"
37,526542,0,84,42.972927,28.337884,71.310811,14.635043,"07","NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands"
38,4899353,1,100,62.342143,19.851206,82.193349,42.490937,"07","NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands"
39,13143262,10,100,44.037947,11.924435,55.962382,32.113512,"07","NA_11","Nearctic","Tundra"
40,3014243,0,89,18.239085,11.328252,29.567337,6.910833,"07","NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub"
41,24030176,0,100,20.134606,17.026814,37.16142,3.107792,"07","NA_13","Nearctic","Deserts & Xeric Shrublands"
42,67273,24,72,45.284066,8.36023,53.644296,36.923836,"07","NA_98","Nearctic","Lake"
43,375006,28,100,69.6414,10.741272,80.382672,58.900128,"07","NA_99","Nearctic","Rock & Ice"
44,4419312,15,92,60.310886,7.217637,67.528523,53.093249,"07","NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests"
45,3848772,3,100,53.191336,18.943878,72.135214,34.247458,"07","NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests"
46,11172313,26,100,59.986383,10.05188,70.038263,49.934503,"07","NT_3","Neotropics","Tropical & Subtropical Coniferous Forests"
47,107349,33,91,64.213118,8.711983,72.925101,55.501135,"07","NT_4","Neotropics","Temperate Broadleaf & Mixed Forests"
48,5021797,2,72,40.780305,10.094109,50.874414,30.686196,"07","NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
49,14231614,9,100,45.044326,15.703752,60.748078,29.340574,"07","NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands"
50,173958,2,85,12.782367,10.075541,22.857908,2.706826,"07","NT_9","Neotropics","Flooded Grasslands & Savannas"
51,3294261,6,95,37.928779,16.013386,53.942165,21.915393,"07","NT_10","Neotropics","Montane Grasslands & Shrublands"
52,1517250,2,91,37.286855,11.186111,48.472966,26.100744,"07","NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub"
53,8274670,5,100,24.388285,16.553084,40.941369,7.835201,"07","NT_13","Neotropics","Deserts & Xeric Shrublands"
54,11000629,7,100,57.793482,18.228328,76.02181,39.565154,"07","NT_14","Neotropics","Mangroves"
55,1386714,8,100,53.963547,19.993733,73.95728,33.969814,"07","NT_98","Neotropics","Lake"
56,399192,31,100,77.568473,10.963578,88.532051,66.604895,"07","NT_99","Neotropics","Rock & Ice"
57,690956,33,100,75.160965,10.891366,86.052331,64.269599,"07","OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests"
58,4946417,5,98,39.881481,17.077538,56.959019,22.803943,"07","OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests"
59,2478959,21,100,54.287449,9.923324,64.210773,44.364125,"07","OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands"
60,340291,16,94,40.461329,13.627119,54.088448,26.83421,"07","PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests"
61,1103938,5,100,34.257446,25.604682,59.862128,8.652764,"07","PA_4","Palearctic","Temperate Broadleaf & Mixed Forests"
62,203097,5,100,35.277784,19.641265,54.919049,15.636519,"07","PA_5","Palearctic","Temperate Conifer Forests"
63,1401057,1,100,44.43905,22.990767,67.429817,21.448283,"07","PA_6","Palearctic","Boreal Forests/Taiga"
64,151413,17,99,60.190202,14.725482,74.915684,45.46472,"07","PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands"
65,9721,10,25,15.170456,2.283519,17.453975,12.886937,"07","PA_9","Palearctic","Flooded Grasslands & Savannas"
66,31283,62,100,92.638398,8.390948,101.029346,84.24745,"07","PA_10","Palearctic","Montane Grasslands & Shrublands"
67,35354,4,100,66.717825,16.045419,82.763244,50.672406,"07","PA_11","Palearctic","Tundra"
68,18023,11,98,59.518282,15.995584,75.513866,43.522698,"07","PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub"
69,4200,11,95,39.940714,16.424619,56.365333,23.516095,"07","PA_13","Palearctic","Deserts & Xeric Shrublands"
1,4109912,5,100,75.126899,18.749159,93.876058,56.37774,"08","AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests"
2,236635,3,93,20.904393,13.797518,34.701911,7.106875,"08","AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests"
3,16675791,0,100,51.478693,27.914506,79.393199,23.564187,"08","AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
4,32718,11,97,29.724464,10.114186,39.83865,19.610278,"08","AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands"
5,547601,1,89,44.925796,29.121961,74.047757,15.803835,"08","AT_9","Afrotropics","Flooded Grasslands & Savannas"
6,1082127,2,100,43.662249,27.832763,71.495012,15.829486,"08","AT_10","Afrotropics","Montane Grasslands & Shrublands"
7,133341,24,88,42.760044,6.850561,49.610605,35.909483,"08","AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub"
8,3034057,0,99,21.391987,17.552375,38.944362,3.839612,"08","AT_13","Afrotropics","Deserts & Xeric Shrublands"
9,90957,2,100,71.475181,28.967002,100.442183,42.508179,"08","AT_14","Afrotropics","Mangroves"
10,182688,3,85,35.947605,18.586722,54.534327,17.360883,"08","AT_98","Afrotropics","Lake"
11,9505664,19,100,75.329989,13.516723,88.846712,61.813266,"08","AN_11","Antarctic","Tundra"
12,1358169,17,100,77.768133,13.524105,91.292238,64.244028,"08","AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests"
13,104288,7,100,45.703849,18.915478,64.619327,26.788371,"08","AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests"
14,1060843,18,100,56.236559,14.270275,70.506834,41.966284,"08","AA_4","Australasia","Temperate Broadleaf & Mixed Forests"
15,2670261,1,94,16.57282,13.35413,29.92695,3.21869,"08","AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands"
16,865493,8,99,33.619208,14.82566,48.444868,18.793548,"08","AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands"
17,99967,40,100,73.549511,13.206563,86.756074,60.342948,"08","AA_10","Australasia","Montane Grasslands & Shrublands"
18,1630,67,95,82.368098,4.949167,87.317265,77.418931,"08","AA_11","Australasia","Tundra"
19,1113014,19,93,49.652694,11.275104,60.927798,38.37759,"08","AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub"
20,4626638,2,92,15.204933,9.371193,24.576126,5.83374,"08","AA_13","Australasia","Deserts & Xeric Shrublands"
21,31421,35,95,77.521976,10.76602,88.287996,66.755956,"08","AA_14","Australasia","Mangroves"
22,6661401,9,100,82.044699,11.000416,93.045115,71.044283,"08","IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests"
23,1886721,52,100,90.167852,5.093069,95.260921,85.074783,"08","IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests"
24,127677,25,100,79.889526,15.315252,95.204778,64.574274,"08","IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests"
25,200216,28,100,81.349438,15.418339,96.767777,65.931099,"08","IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests"
26,90962,20,100,78.756811,21.636638,100.393449,57.120173,"08","IM_5","IndoMalay","Temperate Conifer Forests"
27,45388,64,100,77.268309,5.355139,82.623448,71.91317,"08","IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands"
28,35520,67,98,84.387416,6.013901,90.401317,78.373515,"08","IM_9","IndoMalay","Flooded Grasslands & Savannas"
29,5088,63,98,85.372642,6.498907,91.871549,78.873735,"08","IM_10","IndoMalay","Montane Grasslands & Shrublands"
30,1396261,29,100,77.690077,15.204582,92.894659,62.485495,"08","IM_13","IndoMalay","Deserts & Xeric Shrublands"
31,142941,32,100,82.152455,12.528862,94.681317,69.623593,"08","IM_14","IndoMalay","Mangroves"
32,666166,55,100,78.514737,7.086604,85.601341,71.428133,"08","NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests"
33,14778275,0,100,58.315558,15.952948,74.268506,42.36261,"08","NA_3","Nearctic","Tropical & Subtropical Coniferous Forests"
34,2891792,2,100,60.895239,17.729914,78.625153,43.165325,"08","NA_4","Nearctic","Temperate Broadleaf & Mixed Forests"
35,24585235,36,99,62.85714,6.052802,68.909942,56.804338,"08","NA_5","Nearctic","Temperate Conifer Forests"
36,8285779,0,93,43.882676,14.270394,58.15307,29.612282,"08","NA_6","Nearctic","Boreal Forests/Taiga"
37,526426,0,83,39.217166,25.711336,64.928502,13.50583,"08","NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands"
38,4899359,0,100,59.434712,19.390093,78.824805,40.044619,"08","NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands"
39,13143262,22,100,59.340925,10.08186,69.422785,49.259065,"08","NA_11","Nearctic","Tundra"
40,3015171,0,87,21.287704,11.351531,32.639235,9.936173,"08","NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub"
41,24021465,0,99,18.131031,14.218913,32.349944,3.912118,"08","NA_13","Nearctic","Deserts & Xeric Shrublands"
42,67273,17,79,42.298901,12.45607,54.754971,29.842831,"08","NA_98","Nearctic","Lake"
43,375006,21,99,63.019034,11.883763,74.902797,51.135271,"08","NA_99","Nearctic","Rock & Ice"
44,4419312,19,92,57.940276,6.389113,64.329389,51.551163,"08","NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests"
45,3848773,3,100,52.825662,16.807197,69.632859,36.018465,"08","NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests"
46,11172313,36,100,63.40393,8.177901,71.581831,55.226029,"08","NT_3","Neotropics","Tropical & Subtropical Coniferous Forests"
47,107349,28,85,58.697985,9.135635,67.83362,49.56235,"08","NT_4","Neotropics","Temperate Broadleaf & Mixed Forests"
48,5021837,2,67,41.939119,9.473899,51.413018,32.46522,"08","NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
49,14231614,11,100,55.633837,14.007864,69.641701,41.625973,"08","NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands"
50,173969,1,78,10.826498,8.778253,19.604751,2.048245,"08","NT_9","Neotropics","Flooded Grasslands & Savannas"
51,3294261,5,94,35.236755,14.339252,49.576007,20.897503,"08","NT_10","Neotropics","Montane Grasslands & Shrublands"
52,1517245,1,94,36.014022,13.182831,49.196853,22.831191,"08","NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub"
53,25736319,10,100,54.05569,21.847333,75.903023,32.208357,"08","NT_13","Neotropics","Deserts & Xeric Shrublands"
54,11000629,6,100,55.860821,18.351866,74.212687,37.508955,"08","NT_14","Neotropics","Mangroves"
55,1386714,7,100,52.108968,20.3539,72.462868,31.755068,"08","NT_98","Neotropics","Lake"
56,399192,33,100,76.321547,11.452716,87.774263,64.868831,"08","NT_99","Neotropics","Rock & Ice"
57,690956,34,100,76.373462,10.793949,87.167411,65.579513,"08","OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests"
58,4946417,6,99,36.685356,16.509537,53.194893,20.175819,"08","OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests"
59,2478959,21,100,54.740497,10.461756,65.202253,44.278741,"08","OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands"
60,340291,16,92,37.883726,14.716934,52.60066,23.166792,"08","PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests"
61,1103938,4,100,33.197831,25.973025,59.170856,7.224806,"08","PA_4","Palearctic","Temperate Broadleaf & Mixed Forests"
62,203097,4,99,34.431838,19.196219,53.628057,15.235619,"08","PA_5","Palearctic","Temperate Conifer Forests"
63,1400909,0,99,39.654494,22.752428,62.406922,16.902066,"08","PA_6","Palearctic","Boreal Forests/Taiga"
64,151413,5,99,57.21236,15.805898,73.018258,41.406462,"08","PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands"
65,9721,11,29,16.052155,2.126033,18.178188,13.926122,"08","PA_9","Palearctic","Flooded Grasslands & Savannas"
66,31283,65,100,93.269539,7.537752,100.807291,85.731787,"08","PA_10","Palearctic","Montane Grasslands & Shrublands"
67,35354,10,100,67.737173,17.079432,84.816605,50.657741,"08","PA_11","Palearctic","Tundra"
68,18023,11,100,62.430949,17.496896,79.927845,44.934053,"08","PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub"
69,4200,11,97,39.530952,17.071024,56.601976,22.459928,"08","PA_13","Palearctic","Deserts & Xeric Shrublands"
1,4109912,5,100,72.618837,18.512561,91.131398,54.106276,"09","AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests"
2,236635,5,91,26.104013,11.710896,37.814909,14.393117,"09","AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests"
3,16678174,2,100,48.422173,22.979119,71.401292,25.443054,"09","AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
4,32718,3,97,17.486919,11.774973,29.261892,5.711946,"09","AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands"
5,547700,3,85,40.808041,21.893646,62.701687,18.914395,"09","AT_9","Afrotropics","Flooded Grasslands & Savannas"
6,1082136,8,100,44.833687,23.393579,68.227266,21.440108,"09","AT_10","Afrotropics","Montane Grasslands & Shrublands"
7,133341,17,84,40.326066,8.309629,48.635695,32.016437,"09","AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub"
8,3035355,0,96,18.856564,12.425216,31.28178,6.431348,"09","AT_13","Afrotropics","Deserts & Xeric Shrublands"
9,90957,4,100,67.625977,28.570933,96.19691,39.055044,"09","AT_14","Afrotropics","Mangroves"
10,182688,7,83,43.00046,17.267626,60.268086,25.732834,"09","AT_98","Afrotropics","Lake"
11,9505664,15,100,68.150783,16.371826,84.522609,51.778957,"09","AN_11","Antarctic","Tundra"
12,1358169,12,100,77.086667,14.605304,91.691971,62.481363,"09","AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests"
13,104288,9,97,43.771124,18.34473,62.115854,25.426394,"09","AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests"
14,1060843,16,100,54.717601,15.641056,70.358657,39.076545,"09","AA_4","Australasia","Temperate Broadleaf & Mixed Forests"
15,2670427,2,90,21.5767,10.738118,32.314818,10.838582,"09","AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands"
16,865493,15,98,31.348122,13.658804,45.006926,17.689318,"09","AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands"
17,99967,45,100,74.625967,13.324694,87.950661,61.301273,"09","AA_10","Australasia","Montane Grasslands & Shrublands"
18,1630,66,95,84.607975,6.318947,90.926922,78.289028,"09","AA_11","Australasia","Tundra"
19,1113014,15,95,45.431383,12.27304,57.704423,33.158343,"09","AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub"
20,4626694,2,85,16.666198,6.262917,22.929115,10.403281,"09","AA_13","Australasia","Deserts & Xeric Shrublands"
21,31421,40,93,75.588906,9.740933,85.329839,65.847973,"09","AA_14","Australasia","Mangroves"
22,6661401,14,100,77.585443,10.566872,88.152315,67.018571,"09","IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests"
23,1886721,38,100,76.609931,9.796674,86.406605,66.813257,"09","IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests"
24,127677,11,100,61.879798,22.938538,84.818336,38.94126,"09","IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests"
25,200216,14,100,68.982983,20.563345,89.546328,48.419638,"09","IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests"
26,90962,10,100,66.455828,27.637957,94.093785,38.817871,"09","IM_5","IndoMalay","Temperate Conifer Forests"
27,45388,39,96,60.589253,7.789638,68.378891,52.799615,"09","IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands"
28,35520,29,74,50.487416,9.052727,59.540143,41.434689,"09","IM_9","IndoMalay","Flooded Grasslands & Savannas"
29,5088,69,99,88.751179,5.785719,94.536898,82.96546,"09","IM_10","IndoMalay","Montane Grasslands & Shrublands"
30,1396261,8,96,52.795426,22.450067,75.245493,30.345359,"09","IM_13","IndoMalay","Deserts & Xeric Shrublands"
31,142941,13,100,80.095123,11.73543,91.830553,68.359693,"09","IM_14","IndoMalay","Mangroves"
32,666166,54,100,76.702332,6.110716,82.813048,70.591616,"09","NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests"
33,14778361,0,100,59.211963,14.834036,74.045999,44.377927,"09","NA_3","Nearctic","Tropical & Subtropical Coniferous Forests"
34,2891793,2,100,58.717672,16.588528,75.3062,42.129144,"09","NA_4","Nearctic","Temperate Broadleaf & Mixed Forests"
35,24585235,35,100,68.882624,6.043833,74.926457,62.838791,"09","NA_5","Nearctic","Temperate Conifer Forests"
36,8286092,0,98,43.289503,14.193785,57.483288,29.095718,"09","NA_6","Nearctic","Boreal Forests/Taiga"
37,526475,0,76,34.194948,19.881291,54.076239,14.313657,"09","NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands"
38,4899385,0,100,52.702439,19.423503,72.125942,33.278936,"09","NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands"
39,13143262,26,100,68.042635,6.445103,74.487738,61.597532,"09","NA_11","Nearctic","Tundra"
40,3015595,1,89,34.837058,12.439857,47.276915,22.397201,"09","NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub"
41,24038235,0,100,15.971598,12.216125,28.187723,3.755473,"09","NA_13","Nearctic","Deserts & Xeric Shrublands"
42,67273,17,67,35.474395,9.407945,44.88234,26.06645,"09","NA_98","Nearctic","Lake"
43,375006,21,97,60.313686,13.264119,73.577805,47.049567,"09","NA_99","Nearctic","Rock & Ice"
44,4419312,27,81,55.618535,4.960601,60.579136,50.657934,"09","NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests"
45,3848773,7,100,53.198943,14.8822,68.081143,38.316743,"09","NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests"
46,11172313,43,100,65.384865,6.766547,72.151412,58.618318,"09","NT_3","Neotropics","Tropical & Subtropical Coniferous Forests"
47,107349,34,74,56.982403,6.73132,63.713723,50.251083,"09","NT_4","Neotropics","Temperate Broadleaf & Mixed Forests"
48,5021883,4,69,41.923215,8.410501,50.333716,33.512714,"09","NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
49,14231614,15,100,62.46468,14.263896,76.728576,48.200784,"09","NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands"
50,173991,4,63,12.737239,5.795704,18.532943,6.941535,"09","NT_9","Neotropics","Flooded Grasslands & Savannas"
51,3294261,5,92,33.537093,15.276146,48.813239,18.260947,"09","NT_10","Neotropics","Montane Grasslands & Shrublands"
52,1517251,5,98,42.245222,13.766705,56.011927,28.478517,"09","NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub"
53,25736319,13,100,49.688499,17.300663,66.989162,32.387836,"09","NT_13","Neotropics","Deserts & Xeric Shrublands"
54,11000629,2,100,62.931792,13.712332,76.644124,49.21946,"09","NT_14","Neotropics","Mangroves"
55,1386714,10,100,56.307448,16.990101,73.297549,39.317347,"09","NT_98","Neotropics","Lake"
56,399192,39,100,77.960165,10.988452,88.948617,66.971713,"09","NT_99","Neotropics","Rock & Ice"
57,690956,25,100,75.392251,13.330027,88.722278,62.062224,"09","OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests"
58,4946417,10,96,46.590991,12.519876,59.110867,34.071115,"09","OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests"
59,2478959,18,100,52.06976,10.638984,62.708744,41.430776,"09","OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands"
60,340291,25,91,46.233453,9.648273,55.881726,36.58518,"09","PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests"
61,1103938,3,100,36.303194,26.252216,62.55541,10.050978,"09","PA_4","Palearctic","Temperate Broadleaf & Mixed Forests"
62,203014,0,98,27.231482,17.571582,44.803064,9.6599,"09","PA_5","Palearctic","Temperate Conifer Forests"
63,1400867,1,100,36.957482,20.90916,57.866642,16.048322,"09","PA_6","Palearctic","Boreal Forests/Taiga"
64,151413,4,100,57.160072,16.944046,74.104118,40.216026,"09","PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands"
65,9721,9,44,17.695607,4.321259,22.016866,13.374348,"09","PA_9","Palearctic","Flooded Grasslands & Savannas"
66,31283,65,100,93.809193,6.388029,100.197222,87.421164,"09","PA_10","Palearctic","Montane Grasslands & Shrublands"
67,35354,7,100,68.824801,17.171835,85.996636,51.652966,"09","PA_11","Palearctic","Tundra"
68,18023,13,99,66.225767,16.763019,82.988786,49.462748,"09","PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub"
69,4200,14,98,45.290714,18.655512,63.946226,26.635202,"09","PA_13","Palearctic","Deserts & Xeric Shrublands"
1,4109912,2,100,70.609268,16.761701,87.370969,53.847567,"10","AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests"
2,236635,8,97,40.891926,14.592792,55.484718,26.299134,"10","AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests"
3,16678162,2,100,49.502057,20.19166,69.693717,29.310397,"10","AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
4,32675,1,95,10.23241,10.942858,21.175268,-0.710448,"10","AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands"
5,547700,12,89,46.507101,13.513791,60.020892,32.99331,"10","AT_9","Afrotropics","Flooded Grasslands & Savannas"
6,1082136,5,100,53.011263,15.839438,68.850701,37.171825,"10","AT_10","Afrotropics","Montane Grasslands & Shrublands"
7,133341,15,77,41.284549,10.322453,51.607002,30.962096,"10","AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub"
8,3035107,0,89,23.642816,12.401073,36.043889,11.241743,"10","AT_13","Afrotropics","Deserts & Xeric Shrublands"
9,90957,8,99,63.061677,24.506688,87.568365,38.554989,"10","AT_14","Afrotropics","Mangroves"
10,182688,16,93,51.991302,17.408039,69.399341,34.583263,"10","AT_98","Afrotropics","Lake"
11,15250247,10,100,55.178764,18.295786,73.47455,36.882978,"10","AN_11","Antarctic","Tundra"
12,1358169,17,100,74.55039,13.348592,87.898982,61.201798,"10","AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests"
13,104288,16,98,53.019897,16.795137,69.815034,36.22476,"10","AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests"
14,1060843,21,100,56.620467,12.654418,69.274885,43.966049,"10","AA_4","Australasia","Temperate Broadleaf & Mixed Forests"
15,2670428,7,85,32.21427,10.37256,42.58683,21.84171,"10","AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands"
16,865493,15,91,34.623922,11.246063,45.869985,23.377859,"10","AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands"
17,99967,44,100,72.880521,13.512899,86.39342,59.367622,"10","AA_10","Australasia","Montane Grasslands & Shrublands"
18,1630,64,93,81.89816,6.509619,88.407779,75.388541,"10","AA_11","Australasia","Tundra"
19,1113014,11,86,39.139886,11.281782,50.421668,27.858104,"10","AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub"
20,4626700,4,73,23.536967,4.832248,28.369215,18.704719,"10","AA_13","Australasia","Deserts & Xeric Shrublands"
21,31421,36,94,69.047039,8.818757,77.865796,60.228282,"10","AA_14","Australasia","Mangroves"
22,6661401,5,100,65.26284,19.200779,84.463619,46.062061,"10","IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests"
23,1886721,6,100,49.778368,22.561211,72.339579,27.217157,"10","IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests"
24,127677,6,100,35.319141,27.006501,62.325642,8.31264,"10","IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests"
25,200216,6,100,49.346706,23.572183,72.918889,25.774523,"10","IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests"
26,90962,7,100,46.717882,28.543736,75.261618,18.174146,"10","IM_5","IndoMalay","Temperate Conifer Forests"
27,45388,7,89,28.629197,10.800593,39.42979,17.828604,"10","IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands"
28,35515,3,67,10.196002,5.58322,15.779222,4.612782,"10","IM_9","IndoMalay","Flooded Grasslands & Savannas"
29,5088,73,99,90.551101,4.915178,95.466279,85.635923,"10","IM_10","IndoMalay","Montane Grasslands & Shrublands"
30,1395876,1,90,24.996662,25.368886,50.365548,-0.372223999999999,"10","IM_13","IndoMalay","Deserts & Xeric Shrublands"
31,142938,1,98,67.764115,17.9234,85.687515,49.840715,"10","IM_14","IndoMalay","Mangroves"
32,666166,45,98,76.729788,8.160962,84.89075,68.568826,"10","NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests"
33,14778563,2,100,62.637615,15.008764,77.646379,47.628851,"10","NA_3","Nearctic","Tropical & Subtropical Coniferous Forests"
34,2891794,3,100,59.831953,14.509574,74.341527,45.322379,"10","NA_4","Nearctic","Temperate Broadleaf & Mixed Forests"
35,24585235,28,100,71.679076,10.769041,82.448117,60.910035,"10","NA_5","Nearctic","Temperate Conifer Forests"
36,8286176,8,100,50.166017,14.024194,64.190211,36.141823,"10","NA_6","Nearctic","Boreal Forests/Taiga"
37,526655,2,62,36.283918,14.316133,50.600051,21.967785,"10","NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands"
38,4899542,1,100,44.249058,18.419651,62.668709,25.829407,"10","NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands"
39,13143262,27,100,70.876266,10.89136,81.767626,59.984906,"10","NA_11","Nearctic","Tundra"
40,3015613,8,93,45.70086,10.670661,56.371521,35.030199,"10","NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub"
41,24039865,0,100,18.816715,11.712053,30.528768,7.104662,"10","NA_13","Nearctic","Deserts & Xeric Shrublands"
42,67273,14,32,21.098524,2.498843,23.597367,18.599681,"10","NA_98","Nearctic","Lake"
43,375006,15,86,37.321326,10.813773,48.135099,26.507553,"10","NA_99","Nearctic","Rock & Ice"
44,4419312,31,87,62.080593,9.462218,71.542811,52.618375,"10","NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests"
45,3848773,11,100,58.034956,14.404655,72.439611,43.630301,"10","NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests"
46,11172313,45,100,70.681506,7.630813,78.312319,63.050693,"10","NT_3","Neotropics","Tropical & Subtropical Coniferous Forests"
47,107349,29,66,45.757799,5.754018,51.511817,40.003781,"10","NT_4","Neotropics","Temperate Broadleaf & Mixed Forests"
48,5021883,12,78,49.589582,10.090144,59.679726,39.499438,"10","NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
49,14231614,14,100,65.920317,12.519371,78.439688,53.400946,"10","NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands"
50,173991,11,58,22.959854,4.710386,27.67024,18.249468,"10","NT_9","Neotropics","Flooded Grasslands & Savannas"
51,3294261,7,93,30.59934,10.897319,41.496659,19.702021,"10","NT_10","Neotropics","Montane Grasslands & Shrublands"
52,1517251,21,99,56.84115,11.972451,68.813601,44.868699,"10","NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub"
53,79364256,3,100,33.128477,16.137652,49.266129,16.990825,"10","NT_13","Neotropics","Deserts & Xeric Shrublands"
54,11000629,7,100,73.101568,9.915762,83.01733,63.185806,"10","NT_14","Neotropics","Mangroves"
55,1386714,14,100,60.572774,16.8879,77.460674,43.684874,"10","NT_98","Neotropics","Lake"
56,399192,24,100,68.86027,13.94179,82.80206,54.91848,"10","NT_99","Neotropics","Rock & Ice"
